99.17,61.89
99.63,58.83
101.29,60.59
98.05,59.49
99.59,59.90
98.85,58.24
100.81,57.14
100.31,59.23
99.61,59.42
99.98,59.29
101.14,58.96
100.53,62.93
100.34,61.22
101.36,57.39
100.61,62.33
100.32,59.00
99.28,59.47
99.48,59.86
98.70,63.37
99.23,61.40
99.43,60.49
100.11,60.49
99.38,59.65
100.35,60.07
99.93,62.39
100.25,57.33
100.29,60.36
98.89,60.54
98.97,59.80
100.33,60.18
99.00,59.84
98.72,58.79
98.80,59.34
100.66,59.06
99.49,61.38
100.14,60.97
100.19,58.21
99.69,63.65
98.33,60.12
100.02,60.12
100.92,57.12
99.77,61.41
100.32,58.87
100.02,61.09
99.30,59.94
99.97,58.58
99.59,59.20
100.97,60.16
99.39,60.34
99.80,59.49
101.72,59.87
100.24,60.23
100.66,58.86
100.24,60.61
98.58,59.97
98.92,57.52
99.16,57.92
99.61,59.40
99.24,58.54
99.59,60.83
102.02,59.42
99.31,61.94
99.49,58.50
98.26,60.39
100.05,61.01
98.81,62.61
100.53,59.61
100.43,58.11
100.32,57.92
100.04,58.83
99.75,58.03
97.97,62.86
100.74,59.41
100.29,60.05
99.74,60.03
99.53,60.48
100.32,57.46
99.36,59.27
99.32,59.43
100.50,60.19
100.73,58.39
100.31,59.44
99.94,60.88
101.28,58.76
99.45,61.25
101.05,61.00
99.67,58.36
100.16,59.23
98.96,59.60
98.42,59.24
99.01,59.08
100.71,61.85
99.43,60.66
101.29,60.22
99.20,60.22
100.14,57.27
101.49,65.97
99.97,58.20
101.26,60.78
99.26,59.32
98.09,60.90
100.16,60.60
101.32,61.65
100.41,58.18
100.45,61.46
99.68,61.02
101.07,57.93
98.02,60.18
99.94,57.84
99.78,58.27
99.85,58.69
100.90,59.66
100.47,60.52
98.63,58.98
99.87,60.79
100.88,57.69
99.74,60.78
98.97,61.92
100.20,60.39
100.23,60.38
98.96,58.13
98.72,60.22
99.74,57.41
99.00,63.80
100.19,58.31
101.21,59.46
100.68,59.73
100.21,60.72
100.95,60.50
99.96,58.29
100.40,60.39
99.88,59.10
99.25,60.99
101.08,60.02
99.55,58.14
100.33,61.20
100.50,60.85
100.05,61.24
98.66,59.56
99.63,58.59
100.98,60.59
100.76,60.32
99.92,59.45
99.04,60.06
100.32,58.75
100.27,58.85
99.11,61.87
100.27,60.97
100.53,58.54
100.35,62.07
100.36,58.22
101.15,62.73
100.24,58.96
100.69,56.91
100.48,64.01
100.14,58.77
99.66,59.88
99.51,58.13
101.31,57.85
99.24,58.41
101.14,62.70
100.46,59.50
100.21,58.02
99.79,59.58
99.55,61.15
99.31,61.25
100.05,61.00
101.29,59.90
97.99,58.70
99.84,56.51
100.93,61.82
97.88,61.21
100.54,61.72
100.21,58.74
99.67,59.63
100.57,59.49
98.97,60.62
99.28,59.79
99.89,60.67
99.68,59.61
100.15,58.42
97.70,59.60
100.06,60.88
99.19,61.54
101.80,60.03
99.55,57.65
99.17,60.63
100.41,59.75
99.38,60.97
99.06,61.79
99.73,59.93
100.98,60.21
100.26,61.22
99.86,60.79
99.32,60.81
99.80,59.78
101.20,60.18
100.42,58.20
99.21,60.55
99.72,61.86
98.96,60.16
99.85,61.06
99.24,62.55
98.32,57.71
99.86,63.59
99.80,58.44
99.80,59.33
100.63,60.10
102.09,59.74
100.97,57.19
99.07,58.77
100.17,57.71
99.74,58.74
99.93,61.45
100.50,63.73
100.35,59.48
98.71,58.64
100.17,59.25
100.77,62.36
101.22,60.29
101.01,59.92
99.24,59.78
100.42,61.32
98.80,60.96
100.61,60.46
99.21,61.66
100.33,60.28
100.25,58.62
100.06,60.57
99.88,59.83
100.18,59.77
100.06,58.34
99.06,60.11
98.38,58.73
100.64,61.37
101.76,58.39
100.40,61.47
99.52,61.24
100.27,61.29
98.87,59.01
100.20,60.88
99.22,59.72
99.85,60.19
100.71,60.01
99.68,60.20
100.38,58.90
100.35,59.11
99.55,60.83
101.07,60.90
99.42,59.73
100.72,60.85
100.21,62.94
100.44,64.96
100.44,60.34
99.51,59.22
100.03,61.73
101.46,58.86
99.01,60.33
100.70,57.07
100.65,60.88
98.25,58.99
100.79,59.59
99.93,57.48
100.27,60.63
100.53,64.02
100.43,58.02
99.03,60.34
100.39,59.82
99.16,61.68
101.78,58.96
99.48,58.08
98.80,59.85
99.65,61.72
97.76,61.00
99.87,62.02
100.64,59.64
100.74,60.27
99.87,59.67
99.04,61.75
99.84,57.13
101.87,57.49
99.17,60.16
99.51,59.56
99.28,58.98
99.13,62.31
100.06,60.12
98.77,58.36
100.70,58.91
101.42,60.47
98.83,60.71
100.19,62.13
100.00,60.12
99.60,61.42
100.13,61.28
101.04,59.52
99.77,59.54
100.07,60.66
99.11,60.66
99.37,59.33
99.16,59.90
101.08,61.80
98.86,61.90
99.64,60.29
99.42,59.68
100.57,61.70
100.14,59.86
99.75,58.11
100.09,59.64
98.81,58.34
99.87,61.29
100.55,59.57
99.86,59.40
99.86,60.69
99.11,59.91
100.88,59.34
100.43,59.79
100.74,60.44
100.54,61.24
99.66,57.27
99.71,57.01
99.98,61.64
100.57,60.73
100.41,59.44
99.16,61.44
99.32,58.52
100.50,61.09
102.00,62.41
99.30,60.66
100.32,57.86
99.88,60.50
99.76,57.13
98.97,60.17
99.46,60.38
98.95,61.41
99.47,57.78
99.46,59.25
100.08,61.91
100.88,58.84
98.46,60.14
99.25,58.96
101.03,57.34
100.07,60.97
100.49,57.80
100.19,61.65
100.42,59.95
100.74,61.35
99.31,61.58
99.59,57.46
99.94,59.25
101.00,59.94
100.27,62.48
99.82,62.71
99.66,61.46
100.11,61.68
99.72,59.34
100.19,61.07
99.93,60.51
100.20,64.20
100.70,61.64
100.53,64.49
100.65,60.52
100.16,61.05
100.80,62.52
100.23,58.82
99.40,60.45
100.44,59.03
100.79,61.35
100.29,60.83
99.18,59.28
98.54,61.38
100.29,59.48
